[run number],initial-people,average-coupling-tendency,average-commitment,average-condom-use,average-test-frequency,[step],count turtles,count turtles with [not infected?],count turtles with [known?],count turtles with [infected?] - count turtles with [known?]
3409,500,5,140,1,1.8,1000,500,480,20,0
3410,500,5,140,1,2,1000,500,480,20,0
3415,500,5,140,2,0.8,1000,500,480,20,0
3417,500,5,140,2,1.2,1000,500,480,20,0
3420,500,5,140,2,1.8,1000,500,480,20,0
3429,500,5,140,3,1.4,1000,500,480,20,0
3453,500,5,140,5,1.8,1000,500,480,20,0
3463,500,5,140,6,1.6,1000,500,480,20,0
3464,500,5,140,6,1.8,1000,500,480,20,0
3465,500,5,140,6,2,1000,500,480,20,0
3472,500,5,140,7,1.2,1000,500,480,20,0
3473,500,5,140,7,1.4,1000,500,480,20,0
3475,500,5,140,7,1.8,1000,500,480,20,0
3484,500,5,140,8,1.4,1000,500,480,20,0
3491,500,5,140,9,0.6,1000,500,480,20,0
3495,500,5,140,9,1.4,1000,500,480,20,0
3515,500,5,145,0,1,1000,500,480,20,0
3516,500,5,145,0,1.2,1000,500,480,20,0
3528,500,5,145,1,1.4,1000,500,480,20,0
3529,500,5,145,1,1.6,1000,500,480,20,0
3530,500,5,145,1,1.8,1000,500,480,20,0
3538,500,5,145,2,1.2,1000,500,480,20,0
3547,500,5,145,3,0.8,1000,500,480,20,0
3552,500,5,145,3,1.8,1000,500,480,20,0
3558,500,5,145,4,0.8,1000,500,480,20,0
3562,500,5,145,4,1.6,1000,500,480,20,0
3583,500,5,145,6,1.4,1000,500,480,20,0
3584,500,5,145,6,1.6,1000,500,480,20,0
3592,500,5,145,7,1,1000,500,480,20,0
3593,500,5,145,7,1.2,1000,500,480,20,0
3597,500,5,145,7,2,1000,500,480,20,0
3621,500,5,145,10,0.2,1000,500,480,20,0
3634,500,5,150,0,0.6,1000,500,480,20,0
3637,500,5,150,0,1.2,1000,500,480,20,0
3638,500,5,150,0,1.4,1000,500,480,20,0
3639,500,5,150,0,1.6,1000,500,480,20,0
3647,500,5,150,1,1,1000,500,480,20,0
3667,500,5,150,3,0.6,1000,500,480,20,0
3668,500,5,150,3,0.8,1000,500,480,20,0
3679,500,5,150,4,0.8,1000,500,480,20,0
3682,500,5,150,4,1.4,1000,500,480,20,0
3694,500,5,150,5,1.6,1000,500,480,20,0
3702,500,5,150,6,1,1000,500,480,20,0
3704,500,5,150,6,1.4,1000,500,480,20,0
3713,500,5,150,7,1,1000,500,480,20,0
3716,500,5,150,7,1.6,1000,500,480,20,0
3717,500,5,150,7,1.8,1000,500,480,20,0
3723,500,5,150,8,0.8,1000,500,480,20,0
3729,500,5,150,8,2,1000,500,480,20,0
3735,500,5,150,9,1,1000,500,480,20,0
3738,500,5,150,9,1.6,1000,500,480,20,0
3769,500,5,155,1,1.2,1000,500,480,20,0
3773,500,5,155,1,2,1000,500,480,20,0
3781,500,5,155,2,1.4,1000,500,480,20,0
3783,500,5,155,2,1.8,1000,500,480,20,0
3789,500,5,155,3,0.8,1000,500,480,20,0
3794,500,5,155,3,1.8,1000,500,480,20,0
3815,500,5,155,5,1.6,1000,500,480,20,0
3816,500,5,155,5,1.8,1000,500,480,20,0
3825,500,5,155,6,1.4,1000,500,480,20,0
3826,500,5,155,6,1.6,1000,500,480,20,0
3828,500,5,155,6,2,1000,500,480,20,0
3834,500,5,155,7,1,1000,500,480,20,0
3854,500,5,155,9,0.6,1000,500,480,20,0
3855,500,5,155,9,0.8,1000,500,480,20,0
3859,500,5,155,9,1.6,1000,500,480,20,0
3876,500,5,160,0,0.6,1000,500,480,20,0
3881,500,5,160,0,1.6,1000,500,480,20,0
3893,500,5,160,1,1.8,1000,500,480,20,0
3894,500,5,160,1,2,1000,500,480,20,0
3900,500,5,160,2,1,1000,500,480,20,0
3903,500,5,160,2,1.6,1000,500,480,20,0
3924,500,5,160,4,1.4,1000,500,480,20,0
3926,500,5,160,4,1.8,1000,500,480,20,0
3934,500,5,160,5,1.2,1000,500,480,20,0
3945,500,5,160,6,1.2,1000,500,480,20,0
3948,500,5,160,6,1.8,1000,500,480,20,0
3964,500,5,160,8,0.6,1000,500,480,20,0
3978,500,5,160,9,1.2,1000,500,480,20,0
3977,500,5,160,9,1,1000,500,480,20,0
4004,500,5,165,0,2,1000,500,480,20,0
4026,500,5,165,2,2,1000,500,480,20,0
4036,500,5,165,3,1.8,1000,500,480,20,0
4047,500,5,165,4,1.8,1000,500,480,20,0
4057,500,5,165,5,1.6,1000,500,480,20,0
4058,500,5,165,5,1.8,1000,500,480,20,0
4063,500,5,165,6,0.6,1000,500,480,20,0
4067,500,5,165,6,1.4,1000,500,480,20,0
4075,500,5,165,7,0.8,1000,500,480,20,0
4076,500,5,165,7,1,1000,500,480,20,0
4077,500,5,165,7,1.2,1000,500,480,20,0
4079,500,5,165,7,1.6,1000,500,480,20,0
4130,500,5,170,1,0.8,1000,500,480,20,0
4135,500,5,170,1,1.8,1000,500,480,20,0
4144,500,5,170,2,1.4,1000,500,480,20,0
4150,500,5,170,3,0.4,1000,500,480,20,0
4156,500,5,170,3,1.6,1000,500,480,20,0
4158,500,5,170,3,2,1000,500,480,20,0
4163,500,5,170,4,0.8,1000,500,480,20,0
4165,500,5,170,4,1.2,1000,500,480,20,0
4175,500,5,170,5,1,1000,500,480,20,0
4176,500,5,170,5,1.2,1000,500,480,20,0
4185,500,5,170,6,0.8,1000,500,480,20,0
4189,500,5,170,6,1.6,1000,500,480,20,0
4202,500,5,170,7,2,1000,500,480,20,0
4208,500,5,170,8,1,1000,500,480,20,0
4210,500,5,170,8,1.4,1000,500,480,20,0
4213,500,5,170,8,2,1000,500,480,20,0
4218,500,5,170,9,0.8,1000,500,480,20,0
4243,500,5,175,0,1.4,1000,500,480,20,0
4245,500,5,175,0,1.8,1000,500,480,20,0
4253,500,5,175,1,1.2,1000,500,480,20,0
4255,500,5,175,1,1.6,1000,500,480,20,0
4262,500,5,175,2,0.8,1000,500,480,20,0
4265,500,5,175,2,1.4,1000,500,480,20,0
4290,500,5,175,4,2,1000,500,480,20,0
4301,500,5,175,5,2,1000,500,480,20,0
4312,500,5,175,6,2,1000,500,480,20,0
4327,500,5,175,8,0.6,1000,500,480,20,0
4330,500,5,175,8,1.2,1000,500,480,20,0
4334,500,5,175,8,2,1000,500,480,20,0
4340,500,5,175,9,1,1000,500,480,20,0
4343,500,5,175,9,1.6,1000,500,480,20,0
4365,500,5,180,0,1.6,1000,500,480,20,0
4361,500,5,180,0,0.8,1000,500,480,20,0
4363,500,5,180,0,1.2,1000,500,480,20,0
4367,500,5,180,0,2,1000,500,480,20,0
4384,500,5,180,2,1,1000,500,480,20,0
4383,500,5,180,2,0.8,1000,500,480,20,0
4388,500,5,180,2,1.8,1000,500,480,20,0
4397,500,5,180,3,1.4,1000,500,480,20,0
4411,500,5,180,4,2,1000,500,480,20,0
4410,500,5,180,4,1.8,1000,500,480,20,0
4426,500,5,180,6,0.6,1000,500,480,20,0
4427,500,5,180,6,0.8,1000,500,480,20,0
4428,500,5,180,6,1,1000,500,480,20,0
4431,500,5,180,6,1.6,1000,500,480,20,0
4443,500,5,180,7,1.8,1000,500,480,20,0
4460,500,5,180,9,0.8,1000,500,480,20,0
4463,500,5,180,9,1.4,1000,500,480,20,0
4485,500,5,185,0,1.4,1000,500,480,20,0
4494,500,5,185,1,1,1000,500,480,20,0
4503,500,5,185,2,0.6,1000,500,480,20,0
4535,500,5,185,5,0.4,1000,500,480,20,0
4560,500,5,185,7,1,1000,500,480,20,0
4562,500,5,185,7,1.4,1000,500,480,20,0
4573,500,5,185,8,1.4,1000,500,480,20,0
4574,500,5,185,8,1.6,1000,500,480,20,0
4588,500,5,185,10,0,1000,500,480,20,0
4603,500,5,190,0,0.8,1000,500,480,20,0
4608,500,5,190,0,1.8,1000,500,480,20,0
4609,500,5,190,0,2,1000,500,480,20,0
4616,500,5,190,1,1.2,1000,500,480,20,0
4628,500,5,190,2,1.4,1000,500,480,20,0
4631,500,5,190,2,2,1000,500,480,20,0
4640,500,5,190,3,1.6,1000,500,480,20,0
4648,500,5,190,4,1,1000,500,480,20,0
4650,500,5,190,4,1.4,1000,500,480,20,0
4664,500,5,190,5,2,1000,500,480,20,0
4671,500,5,190,6,1.2,1000,500,480,20,0
4674,500,5,190,6,1.8,1000,500,480,20,0
4675,500,5,190,6,2,1000,500,480,20,0
4694,500,5,190,8,1.4,1000,500,480,20,0
4697,500,5,190,8,2,1000,500,480,20,0
4706,500,5,190,9,1.6,1000,500,480,20,0
4710,500,5,190,10,0.2,1000,500,480,20,0
4723,500,5,195,0,0.6,1000,500,480,20,0
4736,500,5,195,1,1,1000,500,480,20,0
4749,500,5,195,2,1.4,1000,500,480,20,0
4751,500,5,195,2,1.8,1000,500,480,20,0
4755,500,5,195,3,0.4,1000,500,480,20,0
4756,500,5,195,3,0.6,1000,500,480,20,0
4761,500,5,195,3,1.6,1000,500,480,20,0
4777,500,5,195,5,0.4,1000,500,480,20,0
4784,500,5,195,5,1.8,1000,500,480,20,0
4791,500,5,195,6,1,1000,500,480,20,0
4794,500,5,195,6,1.6,1000,500,480,20,0
4806,500,5,195,7,1.8,1000,500,480,20,0
4815,500,5,195,8,1.4,1000,500,480,20,0
4849,500,5,200,0,1.6,1000,500,480,20,0
4850,500,5,200,0,1.8,1000,500,480,20,0
4862,500,5,200,1,2,1000,500,480,20,0
4868,500,5,200,2,1,1000,500,480,20,0
4870,500,5,200,2,1.4,1000,500,480,20,0
4871,500,5,200,2,1.6,1000,500,480,20,0
4883,500,5,200,3,1.8,1000,500,480,20,0
4892,500,5,200,4,1.4,1000,500,480,20,0
4894,500,5,200,4,1.8,1000,500,480,20,0
4901,500,5,200,5,1,1000,500,480,20,0
4902,500,5,200,5,1.2,1000,500,480,20,0
4914,500,5,200,6,1.4,1000,500,480,20,0
4919,500,5,200,7,0.2,1000,500,480,20,0
4923,500,5,200,7,1,1000,500,480,20,0
4925,500,5,200,7,1.4,1000,500,480,20,0
4926,500,5,200,7,1.6,1000,500,480,20,0
4935,500,5,200,8,1.2,1000,500,480,20,0
4946,500,5,200,9,1.2,1000,500,480,20,0
4947,500,5,200,9,1.4,1000,500,480,20,0
296,500,5,10,4,1.8,1000,500,481,19,0
484,500,5,15,10,2,1000,500,481,19,0
495,500,5,20,0,2,1000,500,481,19,0
539,500,5,20,4,2,1000,500,481,19,0
549,500,5,20,5,1.8,1000,500,481,19,0
572,500,5,20,7,2,1000,500,481,19,0
591,500,5,20,9,1.4,1000,500,481,19,0
681,500,5,25,6,1.8,1000,500,481,19,0
722,500,5,25,10,1.2,1000,500,481,19,0
718,500,5,25,10,0.4,1000,500,481,19,0
802,500,5,30,6,1.8,1000,500,481,19,0
957,500,5,35,9,2,1000,500,481,19,0
962,500,5,35,10,0.8,1000,500,481,19,0
978,500,5,40,0,1.8,1000,500,481,19,0
1001,500,5,40,2,2,1000,500,481,19,0
1023,500,5,40,4,2,1000,500,481,19,0
1066,500,5,40,8,1.8,1000,500,481,19,0
1067,500,5,40,8,2,1000,500,481,19,0
1084,500,5,40,10,1,1000,500,481,19,0
1108,500,5,45,1,1.4,1000,500,481,19,0
1109,500,5,45,1,1.6,1000,500,481,19,0
1119,500,5,45,2,1.4,1000,500,481,19,0
1133,500,5,45,3,2,1000,500,481,19,0
1206,500,5,45,10,1.2,1000,500,481,19,0
1210,500,5,45,10,2,1000,500,481,19,0
1271,500,5,50,5,1,1000,500,481,19,0
1272,500,5,50,5,1.2,1000,500,481,19,0
1273,500,5,50,5,1.4,1000,500,481,19,0
1285,500,5,50,6,1.6,1000,500,481,19,0
1308,500,5,50,8,1.8,1000,500,481,19,0
1339,500,5,55,0,1.4,1000,500,481,19,0
1350,500,5,55,1,1.4,1000,500,481,19,0
1353,500,5,55,1,2,1000,500,481,19,0
1363,500,5,55,2,1.8,1000,500,481,19,0
1427,500,5,55,8,1.4,1000,500,481,19,0
1463,500,5,60,0,2,1000,500,481,19,0
1483,500,5,60,2,1.6,1000,500,481,19,0
1507,500,5,60,4,2,1000,500,481,19,0
1548,500,5,60,8,1.4,1000,500,481,19,0
1560,500,5,60,9,1.6,1000,500,481,19,0
1567,500,5,60,10,0.8,1000,500,481,19,0
1646,500,5,65,6,1.2,1000,500,481,19,0
1649,500,5,65,6,1.8,1000,500,481,19,0
1650,500,5,65,6,2,1000,500,481,19,0
1679,500,5,65,9,1.2,1000,500,481,19,0
1681,500,5,65,9,1.6,1000,500,481,19,0
1682,500,5,65,9,1.8,1000,500,481,19,0
1705,500,5,70,0,2,1000,500,481,19,0
1713,500,5,70,1,1.4,1000,500,481,19,0
1715,500,5,70,1,1.8,1000,500,481,19,0
1722,500,5,70,2,1,1000,500,481,19,0
1736,500,5,70,3,1.6,1000,500,481,19,0
1746,500,5,70,4,1.4,1000,500,481,19,0
1747,500,5,70,4,1.6,1000,500,481,19,0
1760,500,5,70,5,2,1000,500,481,19,0
1800,500,5,70,9,1.2,1000,500,481,19,0
1802,500,5,70,9,1.6,1000,500,481,19,0
1803,500,5,70,9,1.8,1000,500,481,19,0
1809,500,5,70,10,0.8,1000,500,481,19,0
1857,500,5,75,3,1.6,1000,500,481,19,0
1880,500,5,75,5,1.8,1000,500,481,19,0
1889,500,5,75,6,1.4,1000,500,481,19,0
1892,500,5,75,6,2,1000,500,481,19,0
1945,500,5,80,0,1.6,1000,500,481,19,0
1955,500,5,80,1,1.4,1000,500,481,19,0
1956,500,5,80,1,1.6,1000,500,481,19,0
1958,500,5,80,1,2,1000,500,481,19,0
1969,500,5,80,2,2,1000,500,481,19,0
1979,500,5,80,3,1.8,1000,500,481,19,0
2011,500,5,80,6,1.6,1000,500,481,19,0
2021,500,5,80,7,1.4,1000,500,481,19,0
2024,500,5,80,7,2,1000,500,481,19,0
2032,500,5,80,8,1.4,1000,500,481,19,0
2041,500,5,80,9,1,1000,500,481,19,0
2067,500,5,85,0,1.8,1000,500,481,19,0
2087,500,5,85,2,1.4,1000,500,481,19,0
2089,500,5,85,2,1.8,1000,500,481,19,0
2101,500,5,85,3,2,1000,500,481,19,0
2111,500,5,85,4,1.8,1000,500,481,19,0
2118,500,5,85,5,1,1000,500,481,19,0
2143,500,5,85,7,1.6,1000,500,481,19,0
2153,500,5,85,8,1.4,1000,500,481,19,0
2162,500,5,85,9,1,1000,500,481,19,0
2207,500,5,90,2,1.2,1000,500,481,19,0
2209,500,5,90,2,1.6,1000,500,481,19,0
2210,500,5,90,2,1.8,1000,500,481,19,0
2222,500,5,90,3,2,1000,500,481,19,0
2275,500,5,90,8,1.6,1000,500,481,19,0
2287,500,5,90,9,1.8,1000,500,481,19,0
2291,500,5,90,10,0.4,1000,500,481,19,0
2294,500,5,90,10,1,1000,500,481,19,0
2310,500,5,95,0,2,1000,500,481,19,0
2318,500,5,95,1,1.4,1000,500,481,19,0
2320,500,5,95,1,1.8,1000,500,481,19,0
2330,500,5,95,2,1.6,1000,500,481,19,0
2328,500,5,95,2,1.2,1000,500,481,19,0
2332,500,5,95,2,2,1000,500,481,19,0
2375,500,5,95,6,1.8,1000,500,481,19,0
2376,500,5,95,6,2,1000,500,481,19,0
2385,500,5,95,7,1.6,1000,500,481,19,0
2398,500,5,95,8,2,1000,500,481,19,0
2409,500,5,95,9,2,1000,500,481,19,0
2408,500,5,95,9,1.8,1000,500,481,19,0
2413,500,5,95,10,0.6,1000,500,481,19,0
2442,500,5,100,1,2,1000,500,481,19,0
2441,500,5,100,1,1.8,1000,500,481,19,0
2453,500,5,100,2,2,1000,500,481,19,0
2485,500,5,100,5,1.8,1000,500,481,19,0
2506,500,5,100,7,1.6,1000,500,481,19,0
2528,500,5,100,9,1.6,1000,500,481,19,0
2529,500,5,100,9,1.8,1000,500,481,19,0
2541,500,5,100,10,2,1000,500,481,19,0
2548,500,5,105,0,1.2,1000,500,481,19,0
2552,500,5,105,0,2,1000,500,481,19,0
2573,500,5,105,2,1.8,1000,500,481,19,0
2574,500,5,105,2,2,1000,500,481,19,0
2585,500,5,105,3,2,1000,500,481,19,0
2595,500,5,105,4,1.8,1000,500,481,19,0
2607,500,5,105,5,2,1000,500,481,19,0
2616,500,5,105,6,1.6,1000,500,481,19,0
2637,500,5,105,8,1.4,1000,500,481,19,0
2649,500,5,105,9,1.6,1000,500,481,19,0
2655,500,5,105,10,0.6,1000,500,481,19,0
2671,500,5,110,0,1.6,1000,500,481,19,0
2694,500,5,110,2,1.8,1000,500,481,19,0
2704,500,5,110,3,1.6,1000,500,481,19,0
2714,500,5,110,4,1.4,1000,500,481,19,0
2716,500,5,110,4,1.8,1000,500,481,19,0
2728,500,5,110,5,2,1000,500,481,19,0
2745,500,5,110,7,1,1000,500,481,19,0
2749,500,5,110,7,1.8,1000,500,481,19,0
2767,500,5,110,9,1,1000,500,481,19,0
2768,500,5,110,9,1.2,1000,500,481,19,0
2793,500,5,115,0,1.8,1000,500,481,19,0
2804,500,5,115,1,1.8,1000,500,481,19,0
2805,500,5,115,1,2,1000,500,481,19,0
2814,500,5,115,2,1.6,1000,500,481,19,0
2822,500,5,115,3,1,1000,500,481,19,0
2825,500,5,115,3,1.6,1000,500,481,19,0
2835,500,5,115,4,1.4,1000,500,481,19,0
2837,500,5,115,4,1.8,1000,500,481,19,0
2846,500,5,115,5,1.4,1000,500,481,19,0
2857,500,5,115,6,1.4,1000,500,481,19,0
2860,500,5,115,6,2,1000,500,481,19,0
2868,500,5,115,7,1.4,1000,500,481,19,0
2869,500,5,115,7,1.6,1000,500,481,19,0
2870,500,5,115,7,1.8,1000,500,481,19,0
2871,500,5,115,7,2,1000,500,481,19,0
2880,500,5,115,8,1.6,1000,500,481,19,0
2882,500,5,115,8,2,1000,500,481,19,0
2890,500,5,115,9,1.4,1000,500,481,19,0
2896,500,5,115,10,0.4,1000,500,481,19,0
2900,500,5,115,10,1.2,1000,500,481,19,0
2914,500,5,120,0,1.8,1000,500,481,19,0
2915,500,5,120,0,2,1000,500,481,19,0
2934,500,5,120,2,1.4,1000,500,481,19,0
2957,500,5,120,4,1.6,1000,500,481,19,0
2988,500,5,120,7,1.2,1000,500,481,19,0
3003,500,5,120,8,2,1000,500,481,19,0
3007,500,5,120,9,0.6,1000,500,481,19,0
3012,500,5,120,9,1.6,1000,500,481,19,0
3102,500,5,125,6,2,1000,500,481,19,0
3121,500,5,125,8,1.4,1000,500,481,19,0
3129,500,5,125,9,0.8,1000,500,481,19,0
3139,500,5,125,10,0.6,1000,500,481,19,0
3154,500,5,130,0,1.4,1000,500,481,19,0
3156,500,5,130,0,1.8,1000,500,481,19,0
3157,500,5,130,0,2,1000,500,481,19,0
3162,500,5,130,1,0.8,1000,500,481,19,0
3166,500,5,130,1,1.6,1000,500,481,19,0
3174,500,5,130,2,1,1000,500,481,19,0
3183,500,5,130,3,0.6,1000,500,481,19,0
3199,500,5,130,4,1.6,1000,500,481,19,0
3211,500,5,130,5,1.8,1000,500,481,19,0
3219,500,5,130,6,1.2,1000,500,481,19,0
3221,500,5,130,6,1.6,1000,500,481,19,0
3229,500,5,130,7,1,1000,500,481,19,0
3230,500,5,130,7,1.2,1000,500,481,19,0
3243,500,5,130,8,1.6,1000,500,481,19,0
3251,500,5,130,9,1,1000,500,481,19,0
3256,500,5,130,9,2,1000,500,481,19,0
3275,500,5,135,0,1.4,1000,500,481,19,0
3276,500,5,135,0,1.6,1000,500,481,19,0
3286,500,5,135,1,1.4,1000,500,481,19,0
3289,500,5,135,1,2,1000,500,481,19,0
3319,500,5,135,4,1.4,1000,500,481,19,0
3342,500,5,135,6,1.6,1000,500,481,19,0
3348,500,5,135,7,0.6,1000,500,481,19,0
3353,500,5,135,7,1.6,1000,500,481,19,0
3362,500,5,135,8,1.2,1000,500,481,19,0
3368,500,5,135,9,0.2,1000,500,481,19,0
3383,500,5,135,10,1,1000,500,481,19,0
3414,500,5,140,2,0.6,1000,500,481,19,0
3421,500,5,140,2,2,1000,500,481,19,0
3430,500,5,140,3,1.6,1000,500,481,19,0
3442,500,5,140,4,1.8,1000,500,481,19,0
3454,500,5,140,5,2,1000,500,481,19,0
3483,500,5,140,8,1.2,1000,500,481,19,0
3485,500,5,140,8,1.6,1000,500,481,19,0
3486,500,5,140,8,1.8,1000,500,481,19,0
3498,500,5,140,9,2,1000,500,481,19,0
3502,500,5,140,10,0.6,1000,500,481,19,0
3503,500,5,140,10,0.8,1000,500,481,19,0
3526,500,5,145,1,1,1000,500,481,19,0
3531,500,5,145,1,2,1000,500,481,19,0
3540,500,5,145,2,1.6,1000,500,481,19,0
3542,500,5,145,2,2,1000,500,481,19,0
3561,500,5,145,4,1.4,1000,500,481,19,0
3563,500,5,145,4,1.8,1000,500,481,19,0
3572,500,5,145,5,1.4,1000,500,481,19,0
3596,500,5,145,7,1.8,1000,500,481,19,0
3608,500,5,145,8,2,1000,500,481,19,0
3617,500,5,145,9,1.6,1000,500,481,19,0
3623,500,5,145,10,0.6,1000,500,481,19,0
3624,500,5,145,10,0.8,1000,500,481,19,0
3629,500,5,145,10,1.8,1000,500,481,19,0
3641,500,5,150,0,2,1000,500,481,19,0
3651,500,5,150,1,1.8,1000,500,481,19,0
3684,500,5,150,4,1.8,1000,500,481,19,0
3685,500,5,150,4,2,1000,500,481,19,0
3692,500,5,150,5,1.2,1000,500,481,19,0
3693,500,5,150,5,1.4,1000,500,481,19,0
3718,500,5,150,7,2,1000,500,481,19,0
3727,500,5,150,8,1.6,1000,500,481,19,0
3728,500,5,150,8,1.8,1000,500,481,19,0
3739,500,5,150,9,1.8,1000,500,481,19,0
3747,500,5,150,10,1.2,1000,500,481,19,0
3754,500,5,155,0,0.4,1000,500,481,19,0
3758,500,5,155,0,1.2,1000,500,481,19,0
3761,500,5,155,0,1.8,1000,500,481,19,0
3779,500,5,155,2,1,1000,500,481,19,0
3802,500,5,155,4,1.2,1000,500,481,19,0
3804,500,5,155,4,1.6,1000,500,481,19,0
3806,500,5,155,4,2,1000,500,481,19,0
3822,500,5,155,6,0.8,1000,500,481,19,0
3835,500,5,155,7,1.2,1000,500,481,19,0
3836,500,5,155,7,1.4,1000,500,481,19,0
3838,500,5,155,7,1.8,1000,500,481,19,0
3848,500,5,155,8,1.6,1000,500,481,19,0
3850,500,5,155,8,2,1000,500,481,19,0
3853,500,5,155,9,0.4,1000,500,481,19,0
3860,500,5,155,9,1.8,1000,500,481,19,0
3879,500,5,160,0,1.2,1000,500,481,19,0
3880,500,5,160,0,1.4,1000,500,481,19,0
3904,500,5,160,2,1.8,1000,500,481,19,0
3905,500,5,160,2,2,1000,500,481,19,0
3912,500,5,160,3,1.2,1000,500,481,19,0
3910,500,5,160,3,0.8,1000,500,481,19,0
3916,500,5,160,3,2,1000,500,481,19,0
3920,500,5,160,4,0.6,1000,500,481,19,0
3935,500,5,160,5,1.4,1000,500,481,19,0
3943,500,5,160,6,0.8,1000,500,481,19,0
3958,500,5,160,7,1.6,1000,500,481,19,0
3959,500,5,160,7,1.8,1000,500,481,19,0
3966,500,5,160,8,1,1000,500,481,19,0
3980,500,5,160,9,1.6,1000,500,481,19,0
3981,500,5,160,9,1.8,1000,500,481,19,0
3988,500,5,160,10,1,1000,500,481,19,0
4012,500,5,165,1,1.4,1000,500,481,19,0
4015,500,5,165,1,2,1000,500,481,19,0
4025,500,5,165,2,1.8,1000,500,481,19,0
4034,500,5,165,3,1.4,1000,500,481,19,0
4045,500,5,165,4,1.4,1000,500,481,19,0
4044,500,5,165,4,1.2,1000,500,481,19,0
4048,500,5,165,4,2,1000,500,481,19,0
4070,500,5,165,6,2,1000,500,481,19,0
4078,500,5,165,7,1.4,1000,500,481,19,0
4096,500,5,165,9,0.6,1000,500,481,19,0
4098,500,5,165,9,1,1000,500,481,19,0
4100,500,5,165,9,1.4,1000,500,481,19,0
4102,500,5,165,9,1.8,1000,500,481,19,0
4107,500,5,165,10,0.6,1000,500,481,19,0
4124,500,5,170,0,1.8,1000,500,481,19,0
4125,500,5,170,0,2,1000,500,481,19,0
4167,500,5,170,4,1.6,1000,500,481,19,0
4180,500,5,170,5,2,1000,500,481,19,0
4221,500,5,170,9,1.4,1000,500,481,19,0
4223,500,5,170,9,1.8,1000,500,481,19,0
4222,500,5,170,9,1.6,1000,500,481,19,0
4224,500,5,170,9,2,1000,500,481,19,0
4254,500,5,175,1,1.4,1000,500,481,19,0
4264,500,5,175,2,1.2,1000,500,481,19,0
4266,500,5,175,2,1.6,1000,500,481,19,0
4267,500,5,175,2,1.8,1000,500,481,19,0
4277,500,5,175,3,1.6,1000,500,481,19,0
4287,500,5,175,4,1.4,1000,500,481,19,0
4297,500,5,175,5,1.2,1000,500,481,19,0
4307,500,5,175,6,1,1000,500,481,19,0
4323,500,5,175,7,2,1000,500,481,19,0
4332,500,5,175,8,1.6,1000,500,481,19,0
4333,500,5,175,8,1.8,1000,500,481,19,0
4347,500,5,175,10,0.2,1000,500,481,19,0
4366,500,5,180,0,1.8,1000,500,481,19,0
4372,500,5,180,1,0.8,1000,500,481,19,0
4373,500,5,180,1,1,1000,500,481,19,0
4377,500,5,180,1,1.8,1000,500,481,19,0
4378,500,5,180,1,2,1000,500,481,19,0
4385,500,5,180,2,1.2,1000,500,481,19,0
4404,500,5,180,4,0.6,1000,500,481,19,0
4417,500,5,180,5,1,1000,500,481,19,0
4421,500,5,180,5,1.8,1000,500,481,19,0
4429,500,5,180,6,1.2,1000,500,481,19,0
4430,500,5,180,6,1.4,1000,500,481,19,0
4453,500,5,180,8,1.6,1000,500,481,19,0
4465,500,5,180,9,1.8,1000,500,481,19,0
4499,500,5,185,1,2,1000,500,481,19,0
4506,500,5,185,2,1.2,1000,500,481,19,0
4507,500,5,185,2,1.4,1000,500,481,19,0
4508,500,5,185,2,1.6,1000,500,481,19,0
4532,500,5,185,4,2,1000,500,481,19,0
4543,500,5,185,5,2,1000,500,481,19,0
4554,500,5,185,6,2,1000,500,481,19,0
4565,500,5,185,7,2,1000,500,481,19,0
4584,500,5,185,9,1.4,1000,500,481,19,0
4606,500,5,190,0,1.4,1000,500,481,19,0
4649,500,5,190,4,1.2,1000,500,481,19,0
4659,500,5,190,5,1,1000,500,481,19,0
4661,500,5,190,5,1.4,1000,500,481,19,0
4672,500,5,190,6,1.4,1000,500,481,19,0
4673,500,5,190,6,1.6,1000,500,481,19,0
4689,500,5,190,8,0.4,1000,500,481,19,0
4691,500,5,190,8,0.8,1000,500,481,19,0
4702,500,5,190,9,0.8,1000,500,481,19,0
4701,500,5,190,9,0.6,1000,500,481,19,0
4712,500,5,190,10,0.6,1000,500,481,19,0
4724,500,5,195,0,0.8,1000,500,481,19,0
4728,500,5,195,0,1.6,1000,500,481,19,0
4727,500,5,195,0,1.4,1000,500,481,19,0
4741,500,5,195,1,2,1000,500,481,19,0
4750,500,5,195,2,1.6,1000,500,481,19,0
4762,500,5,195,3,1.8,1000,500,481,19,0
4773,500,5,195,4,1.8,1000,500,481,19,0
4782,500,5,195,5,1.4,1000,500,481,19,0
4785,500,5,195,5,2,1000,500,481,19,0
4793,500,5,195,6,1.4,1000,500,481,19,0
4800,500,5,195,7,0.6,1000,500,481,19,0
4804,500,5,195,7,1.4,1000,500,481,19,0
4816,500,5,195,8,1.6,1000,500,481,19,0
4820,500,5,195,9,0.2,1000,500,481,19,0
4822,500,5,195,9,0.6,1000,500,481,19,0
4826,500,5,195,9,1.4,1000,500,481,19,0
4830,500,5,195,10,0,1000,500,481,19,0
4832,500,5,195,10,0.4,1000,500,481,19,0
4846,500,5,200,0,1,1000,500,481,19,0
4851,500,5,200,0,2,1000,500,481,19,0
4873,500,5,200,2,2,1000,500,481,19,0
4881,500,5,200,3,1.4,1000,500,481,19,0
4895,500,5,200,4,2,1000,500,481,19,0
4905,500,5,200,5,1.8,1000,500,481,19,0
